CIK,CCP,AccountsPayableCurrent,Assets,Liabilities,CashAndCashEquivalentsAtCarryingValue,AccountsReceivableNetCurrent,InventoryNet,LongTermDebt
1136869,CY2016Q1I,252600000,26297300000,16636300000,996800000,1568200000,2082900000,null
1136893,CY2016Q1I,null,26430000000,16941000000,702000000,1727000000,null,11297000000
1137774,CY2016Q1I,null,772995000000,723730000000,22492000000,null,null,null
1137789,CY2016Q1I,1504000000,8374000000,6691000000,1193000000,1250000000,928000000,null
1138118,CY2016Q1I,null,9835135000,6968437000,489229000,2344825000,null,2704859000
1140536,CY2016Q1I,114000000,33029000000,21672000000,954000000,2268000000,null,null
1140859,CY2016Q1I,22986172000,32495355000,null,2525287000,8766994000,10644586000,null
1141391,CY2016Q1I,409000000,15905000000,10394000000,4894000000,1186000000,null,null
1145197,CY2016Q1I,13482000,254774000,228378000,111635000,40474000,14024000,null
1156039,CY2016Q1I,null,63858700000,40311600000,1676000000,null,null,null
1156375,CY2016Q1I,32200000,68768200000,47926800000,1146000000,389300000,null,null
1163165,CY2016Q1I,4088000000,99834000000,60427000000,4866000000,null,1072000000,null
1164727,CY2016Q1I,367000000,24553000000,10300000000,1781000000,273000000,null,null
1166691,CY2016Q1I,6333000000,170599000000,null,5628000000,6375000000,null,null
1170010,CY2016Q1I,441746000,14459911000,11555125000,37394000,132171000,1932029000,null
1174922,CY2016Q1I,111114000,10646560000,10565625000,2107253000,null,72604000,9408555000
1175454,CY2016Q1I,796803000,8011830000,null,399318000,880808000,null,null
1179929,CY2016Q1I,null,7183000000,5593000000,2156000000,null,null,1420000000
1260221,CY2016Q1I,125929000,8359474000,9321292000,612015000,480579000,634129000,8135398000
1262039,CY2016Q1I,47955000,1811521000,1069118000,568008000,220135000,78239000,null
1267238,CY2016Q1I,null,30287195000,25722550000,2060800000,null,null,null
1274494,CY2016Q1I,274991000,7577789000,1838844000,1086280000,349467000,443777000,308892000
1278021,CY2016Q1I,null,451842000,41426000,137995000,null,null,null
1280452,CY2016Q1I,15731000,447112000,65126000,77808000,28836000,62318000,null
1281761,CY2016Q1I,null,125539000000,108328000000,4390000000,null,null,7851000000
1283699,CY2016Q1I,null,63063000000,null,3647000000,1880000000,1443000000,null
1285785,CY2016Q1I,517700000,17627100000,null,1057700000,null,1566000000,null
1286681,CY2016Q1I,86137000,820759000,null,178252000,130520000,39108000,null
1289490,CY2016Q1I,null,6291419000,3866034000,49753000,null,null,null
1297996,CY2016Q1I,null,11421975000,6976765000,31134000,null,null,null
1300514,CY2016Q1I,110236000,20384909000,12370932000,1696000000,1081544000,43174000,null
1306830,CY2016Q1I,574000000,8392000000,null,716000000,830000000,667000000,2563000000
1316835,CY2016Q1I,432050000,2849091000,2715157000,3728000,590057000,536922000,null
1318605,CY2016Q1I,1013486000,9191702000,8178711000,1441789000,318056000,1301961000,null
1321655,CY2016Q1I,null,null,null,null,null,null,null
1324404,CY2016Q1I,null,15581000000,null,2689000000,null,304000000,null
1324424,CY2016Q1I,null,16390044000,null,2063329000,1363321000,null,null
1326160,CY2016Q1I,2086000000,121709000000,null,334000000,null,null,40307000000
1326801,CY2016Q1I,149000000,52262000000,3674000000,6456000000,2348000000,null,null
1327567,CY2016Q1I,24300000,2507000000,null,550000000,267600000,null,502800000
1335258,CY2016Q1I,76204000,6927174000,null,1699281000,480681000,null,null
1336920,CY2016Q1I,null,3391000000,null,609000000,null,null,null
1341439,CY2016Q1I,410000000,104894000000,null,15583000000,3844000000,212000000,null
1352010,CY2016Q1I,3562000,807865000,150243000,244877000,157457000,null,null
1373715,CY2016Q1I,39621000,1874043000,1571687000,453450000,190263000,null,null
1374310,CY2016Q1I,4178000,394830000,134303000,107500000,57604000,null,null
1375365,CY2016Q1I,277279000,1181113000,472112000,174061000,285705000,479276000,null
1383312,CY2016Q1I,123800000,2524000000,1621500000,354400000,null,null,819500000
1385157,CY2016Q1I,1116000000,17841000000,10435000000,1150000000,2095000000,1635000000,null
1389170,CY2016Q1I,null,13000100000,null,114500000,428400000,61700000,5071200000
1390777,CY2016Q1I,null,372870000000,333585000000,3928000000,null,null,null
1393311,CY2016Q1I,null,10064347000,986834000,305705000,null,null,336664000
1393612,CY2016Q1I,null,88093000000,76777000000,12135000000,null,null,null
1393818,CY2016Q1I,null,22050904000,10139824000,1372552000,null,null,6849928000
1396009,CY2016Q1I,null,8247025000,3825972000,191886000,null,337758000,1981556000
1397187,CY2016Q1I,6443000,1401655000,265430000,550046000,null,null,null
1402057,CY2016Q1I,null,6717900000,null,248200000,1780200000,460400000,null
1403161,CY2016Q1I,90000000,54326000000,25195000000,15943000000,944000000,null,15876000000
1403568,CY2016Q1I,266278000,2218950000,899262000,239254000,null,null,null
1404912,CY2016Q1I,null,34428583000,19520258000,1280893000,null,null,null
1408198,CY2016Q1I,1514000,2831634000,2215978000,445014000,260168000,null,null
1410636,CY2016Q1I,116000000,17417000000,null,66000000,220000000,null,5902000000
1413329,CY2016Q1I,1496000000,34621000000,45515000000,2944000000,2989000000,8699000000,null
1413447,CY2016Q1I,null,null,null,null,null,null,null
1418135,CY2016Q1I,357000000,8364000000,6262000000,275000000,576000000,235000000,2776000000
1437107,CY2016Q1I,171000000,15878000000,10264000000,333000000,null,null,7990000000
1442145,CY2016Q1I,null,5459147000,4168682000,131800000,297312000,null,2274955000
1463101,CY2016Q1I,24293000,158520000,132960000,13016000,47056000,45576000,null
1466258,CY2016Q1I,1345800000,16952500000,11099800000,612900000,null,1612700000,null
1467373,CY2016Q1I,1103343000,18147778000,null,3034659000,3986141000,null,null
1467858,CY2016Q1I,26766000000,203618000000,162293000000,14894000000,null,15817000000,null
1474735,CY2016Q1I,148357000,1933497000,1423991000,69370000,230338000,374709000,null
1478242,CY2016Q1I,null,3982939000,4188880000,1053000000,null,null,null
1489393,CY2016Q1I,null,23572000000,null,1318000000,2508000000,3978000000,null
1501585,CY2016Q1I,252000000,5896000000,4375000000,793000000,1086000000,null,1275000000
1506307,CY2016Q1I,1017000000,84229000000,48683000000,175000000,1203000000,364000000,null
1510295,CY2016Q1I,4083000000,41758000000,22264000000,308000000,2602000000,4983000000,null
1513761,CY2016Q1I,54250000,12405739000,8478128000,154867000,45613000,62383000,null
1521332,CY2016Q1I,2514000000,12071000000,9427000000,463000000,2934000000,1287000000,null
1524472,CY2016Q1I,332000000,5304000000,3145000000,1193000000,752000000,482000000,null
1534701,CY2016Q1I,5063000000,48246000000,24603000000,1723000000,null,4108000000,null
1535527,CY2016Q1I,null,null,null,null,null,null,null
1539838,CY2016Q1I,null,2942959000,605903000,235810000,47500000,1591000,485641000
1543151,CY2016Q1I,null,null,null,null,null,null,null
1551152,CY2016Q1I,null,53720000000,null,7556000000,4753000000,1789000000,null
1551182,CY2016Q1I,1795000000,31583000000,null,333000000,null,2391000000,7825000000
1555280,CY2016Q1I,210000000,7453000000,6266000000,675000000,908000000,1461000000,null
1559720,CY2016Q1I,null,null,null,null,null,null,null
1564708,CY2016Q1I,227000000,15716000000,null,1972000000,1254000000,367000000,369000000
1571949,CY2016Q1I,null,79160000000,64046000000,468000000,941000000,null,4718000000
1571996,CY2016Q1I,12412000000,43879000000,42147000000,5871000000,5075000000,1655000000,13144000000
1579241,CY2016Q1I,162300000,2270000000,2192300000,125500000,null,216500000,null
1585689,CY2016Q1I,null,25721000000,19516000000,692000000,913000000,469000000,null
1590895,CY2016Q1I,20691000,1286068000,1011112000,44099000,9534000,11319000,null
1590955,CY2016Q1I,5694000,1331632000,null,72075000,2580000,736000,25550000
1596532,CY2016Q1I,24808000,1209947000,360090000,710663000,135119000,84030000,null
1596783,CY2016Q1I,135100000,3057700000,null,131600000,343700000,167700000,null
1601046,CY2016Q1I,168000000,3655000000,2155000000,620000000,408000000,475000000,null
1601712,CY2016Q1I,null,81656000000,68452000000,12500000000,null,null,null
1604778,CY2016Q1I,205364000,6596819000,1597147000,425881000,316356000,427551000,988130000
1609711,CY2016Q1I,60900000,3596800000,null,431700000,6100000,null,null
1613103,CY2016Q1I,1709000000,99644000000,47581000000,2876000000,5562000000,3473000000,null
1618921,CY2016Q1I,9873000000,66385000000,null,3586000000,6733000000,9025000000,null
1633917,CY2016Q1I,158000000,29470000000,15872000000,2583000000,159000000,null,null
1637459,CY2016Q1I,null,123273000000,56673000000,4199000000,939000000,2892000000,null
1645590,CY2016Q1I,5289000000,78064000000,null,9010000000,7707000000,2099000000,null
1652044,CY2016Q1I,1667000000,149747000000,26178000000,15111000000,10818000000,null,null
1659166,CY2016Q1I,null,null,null,0,null,null,null
1666700,CY2016Q1I,null,null,null,null,null,null,null
1679273,CY2016Q1I,null,null,null,36600000,null,null,null
1682852,CY2016Q1I,null,null,null,null,null,null,null
1687229,CY2016Q1I,null,null,null,269480000,null,null,null
1692819,CY2016Q1I,null,null,null,null,null,null,null
1699150,CY2016Q1I,null,null,null,null,null,null,null
1701605,CY2016Q1I,null,null,null,null,null,null,null
1705696,CY2016Q1I,null,null,null,null,null,null,null
1707925,CY2016Q1I,null,null,null,null,null,null,null
1711269,CY2016Q1I,null,null,null,null,null,null,null
1725057,CY2016Q1I,null,null,null,null,null,null,null
1730168,CY2016Q1I,null,null,null,null,null,null,null
1739940,CY2016Q1I,null,null,null,null,null,null,null
1744489,CY2016Q1I,null,null,null,null,null,null,null
1748790,CY2016Q1I,null,null,null,null,null,null,null
1751788,CY2016Q1I,null,null,null,null,null,null,null
1754301,CY2016Q1I,null,null,null,null,null,null,null
1755672,CY2016Q1I,null,null,null,null,null,null,null
1757898,CY2016Q1I,null,null,null,248841000,null,null,null
1781335,CY2016Q1I,null,null,null,null,null,null,null
1783180,CY2016Q1I,null,null,null,null,null,null,null
1792044,CY2016Q1I,null,null,null,null,null,null,null
1841666,CY2016Q1I,null,null,null,null,null,null,null
1868275,CY2016Q1I,null,null,null,null,null,null,null
1932393,CY2016Q1I,null,null,null,null,null,null,null
1944048,CY2016Q1I,null,null,null,null,null,null,null
1964738,CY2016Q1I,null,null,null,null,null,null,null
1967680,CY2016Q1I,null,null,null,null,null,null,null
1996810,CY2016Q1I,null,null,null,null,null,null,null
1996862,CY2016Q1I,null,null,null,null,null,null,null
2005951,CY2016Q1I,null,null,null,null,null,null,null
2011286,CY2016Q1I,null,null,null,null,null,null,null
2012383,CY2016Q1I,null,null,null,null,null,null,null
1800,CY2016Q2I,null,39831000000,null,2578000000,3567000000,2813000000,null
2488,CY2016Q2I,616000000,3316000000,null,957000000,671000000,743000000,null
2969,CY2016Q2I,null,17083500000,9903300000,438500000,1563200000,611100000,null
4127,CY2016Q2I,181700000,3955700000,441400000,973700000,null,437600000,null
4281,CY2016Q2I,2665000000,36139000000,21610000000,1929000000,1595000000,3438000000,null
4447,CY2016Q2I,525000000,34234000000,13060000000,3095000000,843000000,377000000,6552000000
4904,CY2016Q2I,1242300000,63317100000,44912200000,246800000,1815200000,null,19543700000
4962,CY2016Q2I,null,160000000000,138930000000,null,null,null,50649000000
4977,CY2016Q2I,null,141287000000,118737000000,3700000000,null,null,null
5272,CY2016Q2I,null,510349000000,419812000000,null,null,null,33329000000
6281,CY2016Q2I,160416000,7685053000,null,1103670000,452944000,392303000,null
6951,CY2016Q2I,717000000,13699000000,6880000000,2828000000,1852000000,2026000000,3343000000
7084,CY2016Q2I,2770000000,40098000000,null,334000000,2257000000,8000000000,null
8670,CY2016Q2I,152300000,43670000000,39188400000,3191100000,1742800000,null,null
8818,CY2016Q2I,867900000,4294800000,null,216100000,1028300000,524100000,null
9389,CY2016Q2I,2168000000,25077000000,21243000000,6399000000,1524000000,1483000000,11035000000
10456,CY2016Q2I,null,15982000000,null,2630000000,null,1591000000,null
10795,CY2016Q2I,null,26016000000,null,1686000000,1618000000,1835000000,null
11544,CY2016Q2I,null,23025863000,18086810000,948710000,null,null,null
12927,CY2016Q2I,11748000000,89609000000,null,8605000000,9809000000,null,null
14272,CY2016Q2I,1504000000,32831000000,17753000000,2934000000,3685000000,1437000000,null
14693,CY2016Q2I,null,4755000000,3425000000,459000000,501000000,1262000000,null
16732,CY2016Q2I,610000000,7837000000,6304000000,66000000,554000000,940000000,2755000000
16918,CY2016Q2I,558500000,17630000000,10641400000,167300000,null,1918800000,8278400000
18230,CY2016Q2I,5104000000,78300000000,62997000000,null,6326000000,9458000000,null
19617,CY2016Q2I,null,2466096000000,2213673000000,null,null,null,null
20286,CY2016Q2I,null,20151000000,13180000000,547000000,null,null,786000000
21076,CY2016Q2I,490000000,4510000000,4213000000,401000000,null,443000000,1789000000
21344,CY2016Q2I,null,94094000000,null,9647000000,4768000000,3005000000,34147000000
21665,CY2016Q2I,1082000000,12515000000,12481000000,1085000000,1575000000,1232000000,null
23217,CY2016Q2I,706700000,13390600000,9595800000,798100000,null,1044100000,5440000000
24545,CY2016Q2I,null,15322200000,5450300000,2990300000,563100000,234200000,2980200000
24741,CY2016Q2I,938000000,30653000000,10981000000,7144000000,1544000000,1501000000,null
26172,CY2016Q2I,1825000000,15020000000,7825000000,1045000000,null,2778000000,null
27419,CY2016Q2I,6811000000,37288000000,null,null,null,8631000000,null
27904,CY2016Q2I,2956000000,51634000000,null,1662000000,null,null,null
29534,CY2016Q2I,1720772000,11617370000,null,185033000,null,3270685000,null
29905,CY2016Q2I,723693000,8979092000,null,255140000,1180146000,833907000,null
29989,CY2016Q2I,8507000000,20935200000,null,1305700000,6422600000,null,null
31462,CY2016Q2I,977800000,18224600000,11555000000,167400000,2318000000,1331700000,null
31791,CY2016Q2I,156442000,4193996000,2105793000,248083000,435822000,300262000,525000000
32604,CY2016Q2I,2230000000,22082000000,null,3516000000,4014000000,1949000000,null
33185,CY2016Q2I,43400000,6640800000,4057400000,96800000,418000000,null,2960000000
33213,CY2016Q2I,251654000,14783186000,5525733000,2257017000,170268000,null,2800000000
34088,CY2016Q2I,null,342473000000,165598000000,4358000000,null,null,null
34903,CY2016Q2I,null,5188468000,3039380000,18622000,null,null,null
35527,CY2016Q2I,null,143625000000,126871000000,null,null,null,16231000000
36104,CY2016Q2I,null,438463000000,390434000000,null,null,null,36941000000
36270,CY2016Q2I,null,123820584000,107349070000,1284442000,null,null,10328751000
37785,CY2016Q2I,440400000,6282200000,null,93600000,null,881900000,1991300000
37996,CY2016Q2I,null,239678000000,208429000000,17063000000,10728000000,9829000000,null
38777,CY2016Q2I,null,15997500000,3586600000,8242100000,null,null,1441000000
40533,CY2016Q2I,2128000000,31769000000,null,1899000000,3539000000,3520000000,3436000000
40545,CY2016Q2I,13115000000,401461000000,311708000000,null,25128000000,24723000000,null
40704,CY2016Q2I,2046500000,21712300000,15559600000,766100000,null,1413700000,null
40987,CY2016Q2I,null,8634109000,null,233627000,null,3062673000,null
45012,CY2016Q2I,1490000000,27737000000,17960000000,3108000000,null,2650000000,null
46080,CY2016Q2I,214243000,4344385000,2695387000,924098000,703821000,572391000,1547753000
47111,CY2016Q2I,455225000,5567384000,4792723000,250185000,483545000,871285000,2071257000
47217,CY2016Q2I,10402000000,27224000000,null,5636000000,4008000000,3961000000,null
48465,CY2016Q2I,414691000,6388297000,null,379597000,564922000,1034307000,null
48898,CY2016Q2I,279400000,3417700000,1838300000,338500000,null,546800000,989700000
49071,CY2016Q2I,null,27236000000,16362000000,2429000000,null,null,null
49196,CY2016Q2I,null,73954017000,66446713000,867180000,null,null,7929820000
49826,CY2016Q2I,519000000,15222000000,null,2355000000,null,1145000000,null
50863,CY2016Q2I,3420000000,109831000000,null,3885000000,4426000000,5800000000,27238000000
51143,CY2016Q2I,5484000000,118056000000,102167000000,10017000000,8782000000,1685000000,44224000000
51253,CY2016Q2I,255143000,4154628000,null,539992000,null,584489000,1491157000
